device_id,apartment_id,service_type,device_type,installation_date,activation_date,deactivation_date,device_status,api_status,endpoint
RNT-001-022,APT-001-022,RENTAL,SMART_APPLIANCE,2026-03-02,2026-02-27,,ACTIVE,200,/api/v1/devices
WTR-001-023,APT-001-023,WATER,SMART_WATER_METER,2026-03-19,2026-03-19,,ACTIVE,200,/api/v1/devices
RNT-001-023,APT-001-023,RENTAL,SMART_APPLIANCE,2026-03-23,2026-04-03,,ACTIVE,200,/api/v1/devices
WTR-001-024,APT-001-024,WATER,SMART_WATER_METER,2026-04-14,2026-04-14,,ACTIVE,200,/api/v1/devices
RNT-001-024,APT-001-024,RENTAL,WATER_PURIFIER,2026-04-18,2026-04-24,,ACTIVE,200,/api/v1/devices
WTR-001-025,APT-001-025,WATER,SMART_WATER_METER,2026-04-04,2026-04-04,,ACTIVE,200,/api/v1/devices
RNT-001-025,APT-001-025,RENTAL,WATER_PURIFIER,2026-04-18,2026-04-07,,ACTIVE,200,/api/v1/devices
WTR-001-026,APT-001-026,WATER,SMART_WATER_METER,2026-03-10,2026-03-10,,ACTIVE,200,/api/v1/devices
RNT-001-026,APT-001-026,RENTAL,UTILITY_CONTROLLER,2026-03-24,2026-03-10,,ACTIVE,200,/api/v1/devices
WTR-001-027,APT-001-027,WATER,SMART_WATER_METER,2026-04-29,2026-04-29,,ACTIVE,200,/api/v1/devices
RNT-001-027,APT-001-027,RENTAL,UTILITY_CONTROLLER,2026-05-03,2026-05-12,,ACTIVE,200,/api/v1/devices
WTR-001-028,APT-001-028,WATER,SMART_WATER_METER,2026-01-11,2026-01-11,,ACTIVE,200,/api/v1/devices
RNT-001-028,APT-001-028,RENTAL,UTILITY_CONTROLLER,2026-01-15,2026-01-13,,ACTIVE,200,/api/v1/devices
WTR-001-029,APT-001-029,WATER,SMART_WATER_METER,2026-04-17,2026-04-17,,ACTIVE,200,/api/v1/devices
RNT-001-029,APT-001-029,RENTAL,SMART_APPLIANCE,2026-04-25,2026-04-27,,ACTIVE,200,/api/v1/devices
WTR-001-030,APT-001-030,WATER,SMART_WATER_METER,2026-03-15,2026-03-15,,ACTIVE,200,/api/v1/devices
RNT-001-030,APT-001-030,RENTAL,UTILITY_CONTROLLER,2026-03-27,2026-03-17,,ACTIVE,200,/api/v1/devices
WTR-001-031,APT-001-031,WATER,SMART_WATER_METER,2026-04-01,2026-04-01,,ACTIVE,200,/api/v1/devices
RNT-001-031,APT-001-031,RENTAL,SMART_APPLIANCE,2026-04-13,2026-04-11,,ACTIVE,200,/api/v1/devices
WTR-001-032,APT-001-032,WATER,SMART_WATER_METER,2026-01-06,2026-01-06,,ACTIVE,200,/api/v1/devices
RNT-001-032,APT-001-032,RENTAL,UTILITY_CONTROLLER,2026-01-21,2026-01-07,,ACTIVE,200,/api/v1/devices
WTR-001-033,APT-001-033,WATER,SMART_WATER_METER,2026-04-09,2026-04-09,,ACTIVE,200,/api/v1/devices
RNT-001-033,APT-001-033,RENTAL,UTILITY_CONTROLLER,2026-04-11,2026-04-16,,ACTIVE,200,/api/v1/devices
WTR-001-034,APT-001-034,WATER,SMART_WATER_METER,2026-01-11,2026-01-11,,ACTIVE,200,/api/v1/devices
RNT-001-034,APT-001-034,RENTAL,UTILITY_CONTROLLER,2026-01-20,2026-01-18,,ACTIVE,200,/api/v1/devices
WTR-001-035,APT-001-035,WATER,SMART_WATER_METER,2026-04-21,2026-04-21,,ACTIVE,200,/api/v1/devices
RNT-001-035,APT-001-035,RENTAL,UTILITY_CONTROLLER,2026-04-23,2026-05-04,,ACTIVE,200,/api/v1/devices
WTR-001-036,APT-001-036,WATER,SMART_WATER_METER,2026-02-18,2026-02-18,,ACTIVE,200,/api/v1/devices
RNT-001-036,APT-001-036,RENTAL,WATER_PURIFIER,2026-02-21,2026-03-04,,ACTIVE,200,/api/v1/devices
WTR-001-037,APT-001-037,WATER,SMART_WATER_METER,2026-02-28,2026-02-28,,ACTIVE,200,/api/v1/devices
RNT-001-037,APT-001-037,RENTAL,WATER_PURIFIER,2026-03-09,2026-02-28,,ACTIVE,200,/api/v1/devices
WTR-001-038,APT-001-038,WATER,SMART_WATER_METER,2026-01-21,2026-01-21,,ACTIVE,200,/api/v1/devices
RNT-001-038,APT-001-038,RENTAL,WATER_PURIFIER,2026-01-31,2026-01-22,,ACTIVE,200,/api/v1/devices
WTR-001-039,APT-001-039,WATER,SMART_WATER_METER,2026-02-15,2026-02-15,,ACTIVE,200,/api/v1/devices
RNT-001-039,APT-001-039,RENTAL,SMART_APPLIANCE,2026-02-26,2026-02-26,,ACTIVE,200,/api/v1/devices
WTR-001-040,APT-001-040,WATER,SMART_WATER_METER,2026-03-27,2026-03-27,,ACTIVE,200,/api/v1/devices
RNT-001-040,APT-001-040,RENTAL,SMART_APPLIANCE,2026-03-31,2026-04-03,,ACTIVE,200,/api/v1/devices
WTR-001-041,APT-001-041,WATER,SMART_WATER_METER,2026-03-31,2026-03-31,,ACTIVE,200,/api/v1/devices
RNT-001-041,APT-001-041,RENTAL,UTILITY_CONTROLLER,2026-04-13,2026-04-05,,ACTIVE,200,/api/v1/devices
WTR-001-042,APT-001-042,WATER,SMART_WATER_METER,2026-03-19,2026-03-19,,ACTIVE,200,/api/v1/devices
RNT-001-042,APT-001-042,RENTAL,WATER_PURIFIER,2026-03-24,2026-03-21,,ACTIVE,200,/api/v1/devices
WTR-001-043,APT-001-043,WATER,SMART_WATER_METER,2026-03-10,2026-03-10,,ACTIVE,200,/api/v1/devices
RNT-001-043,APT-001-043,RENTAL,UTILITY_CONTROLLER,2026-03-22,2026-03-17,,ACTIVE,200,/api/v1/devices
WTR-001-044,APT-001-044,WATER,SMART_WATER_METER,2026-01-21,2026-01-21,,ACTIVE,200,/api/v1/devices
RNT-001-044,APT-001-044,RENTAL,SMART_APPLIANCE,2026-01-25,2026-01-28,,ACTIVE,200,/api/v1/devices
WTR-001-045,APT-001-045,WATER,SMART_WATER_METER,2026-02-18,2026-02-18,,ACTIVE,200,/api/v1/devices
RNT-001-045,APT-001-045,RENTAL,SMART_APPLIANCE,2026-02-26,2026-03-04,,ACTIVE,200,/api/v1/devices
WTR-001-046,APT-001-046,WATER,SMART_WATER_METER,2026-04-29,2026-04-29,,ACTIVE,200,/api/v1/devices
RNT-001-046,APT-001-046,RENTAL,SMART_APPLIANCE,2026-04-29,2026-05-13,,ACTIVE,200,/api/v1/devices
WTR-001-047,APT-001-047,WATER,SMART_WATER_METER,2026-03-29,2026-03-29,,ACTIVE,200,/api/v1/devices
RNT-001-047,APT-001-047,RENTAL,SMART_APPLIANCE,2026-04-03,2026-03-31,,ACTIVE,200,/api/v1/devices
WTR-001-048,APT-001-048,WATER,SMART_WATER_METER,2026-04-18,2026-04-18,,ACTIVE,200,/api/v1/devices
RNT-001-048,APT-001-048,RENTAL,SMART_APPLIANCE,2026-04-29,2026-04-27,,ACTIVE,200,/api/v1/devices
WTR-001-049,APT-001-049,WATER,SMART_WATER_METER,2026-01-30,2026-01-30,,ACTIVE,200,/api/v1/devices
RNT-001-049,APT-001-049,RENTAL,UTILITY_CONTROLLER,2026-02-12,2026-02-07,,ACTIVE,200,/api/v1/devices
WTR-001-050,APT-001-050,WATER,SMART_WATER_METER,2026-04-14,2026-04-14,,ACTIVE,200,/api/v1/devices
RNT-001-050,APT-001-050,RENTAL,SMART_APPLIANCE,2026-04-23,2026-04-20,,ACTIVE,200,/api/v1/devices
WTR-002-001,APT-002-001,WATER,SMART_WATER_METER,2026-02-21,2026-02-21,,ACTIVE,200,/api/v1/devices
RNT-002-001,APT-002-001,RENTAL,SMART_APPLIANCE,2026-03-08,2026-02-24,,ACTIVE,200,/api/v1/devices
WTR-002-002,APT-002-002,WATER,SMART_WATER_METER,2026-01-09,2026-01-09,,ACTIVE,200,/api/v1/devices
RNT-002-002,APT-002-002,RENTAL,WATER_PURIFIER,2026-01-21,2026-01-20,,ACTIVE,200,/api/v1/devices
WTR-002-003,APT-002-003,WATER,SMART_WATER_METER,2026-04-27,2026-04-27,,ACTIVE,200,/api/v1/devices
RNT-002-003,APT-002-003,RENTAL,UTILITY_CONTROLLER,2026-05-06,2026-05-06,,ACTIVE,200,/api/v1/devices
WTR-002-004,APT-002-004,WATER,SMART_WATER_METER,2026-01-28,2026-01-28,,ACTIVE,200,/api/v1/devices
RNT-002-004,APT-002-004,RENTAL,WATER_PURIFIER,2026-02-09,2026-02-05,,ACTIVE,200,/api/v1/devices
WTR-002-005,APT-002-005,WATER,SMART_WATER_METER,2026-02-20,2026-02-20,,ACTIVE,200,/api/v1/devices
RNT-002-005,APT-002-005,RENTAL,WATER_PURIFIER,2026-02-21,2026-03-07,,ACTIVE,200,/api/v1/devices
WTR-002-006,APT-002-006,WATER,SMART_WATER_METER,2026-01-19,2026-01-19,,ACTIVE,200,/api/v1/devices
RNT-002-006,APT-002-006,RENTAL,SMART_APPLIANCE,2026-01-26,2026-01-30,,ACTIVE,200,/api/v1/devices
WTR-002-007,APT-002-007,WATER,SMART_WATER_METER,2026-01-18,2026-01-18,,ACTIVE,200,/api/v1/devices
RNT-002-007,APT-002-007,RENTAL,WATER_PURIFIER,2026-01-24,2026-01-26,,ACTIVE,200,/api/v1/devices
WTR-002-008,APT-002-008,WATER,SMART_WATER_METER,2026-04-06,2026-04-06,,ACTIVE,200,/api/v1/devices
RNT-002-008,APT-002-008,RENTAL,UTILITY_CONTROLLER,2026-04-10,2026-04-09,,ACTIVE,200,/api/v1/devices
WTR-002-009,APT-002-009,WATER,SMART_WATER_METER,2026-04-06,2026-04-06,,ACTIVE,200,/api/v1/devices
RNT-002-009,APT-002-009,RENTAL,UTILITY_CONTROLLER,2026-04-07,2026-04-15,,ACTIVE,200,/api/v1/devices
WTR-002-010,APT-002-010,WATER,SMART_WATER_METER,2026-04-25,2026-04-25,,ACTIVE,200,/api/v1/devices
RNT-002-010,APT-002-010,RENTAL,SMART_APPLIANCE,2026-04-26,2026-05-06,,ACTIVE,200,/api/v1/devices
WTR-002-011,APT-002-011,WATER,SMART_WATER_METER,2026-02-16,2026-02-16,,ACTIVE,200,/api/v1/devices
RNT-002-011,APT-002-011,RENTAL,UTILITY_CONTROLLER,2026-02-20,2026-02-18,,ACTIVE,200,/api/v1/devices
WTR-002-012,APT-002-012,WATER,SMART_WATER_METER,2026-01-18,2026-01-18,,ACTIVE,200,/api/v1/devices
RNT-002-012,APT-002-012,RENTAL,SMART_APPLIANCE,2026-01-28,2026-01-31,,ACTIVE,200,/api/v1/devices
WTR-002-013,APT-002-013,WATER,SMART_WATER_METER,2026-01-12,2026-01-12,,ACTIVE,200,/api/v1/devices
RNT-002-013,APT-002-013,RENTAL,WATER_PURIFIER,2026-01-18,2026-01-16,,ACTIVE,200,/api/v1/devices
WTR-002-014,APT-002-014,WATER,SMART_WATER_METER,2026-04-21,2026-04-21,,ACTIVE,200,/api/v1/devices
RNT-002-014,APT-002-014,RENTAL,UTILITY_CONTROLLER,2026-05-02,2026-04-29,,ACTIVE,200,/api/v1/devices
WTR-002-015,APT-002-015,WATER,SMART_WATER_METER,2026-01-20,2026-01-20,,ACTIVE,200,/api/v1/devices
RNT-002-015,APT-002-015,RENTAL,WATER_PURIFIER,2026-01-28,2026-02-04,,ACTIVE,200,/api/v1/devices
WTR-002-016,APT-002-016,WATER,SMART_WATER_METER,2026-04-12,2026-04-12,,ACTIVE,200,/api/v1/devices
RNT-002-016,APT-002-016,RENTAL,SMART_APPLIANCE,2026-04-22,2026-04-15,,ACTIVE,200,/api/v1/devices
WTR-002-017,APT-002-017,WATER,SMART_WATER_METER,2026-03-18,2026-03-18,,ACTIVE,200,/api/v1/devices
RNT-002-017,APT-002-017,RENTAL,SMART_APPLIANCE,2026-03-20,2026-03-22,,ACTIVE,200,/api/v1/devices
WTR-002-018,APT-002-018,WATER,SMART_WATER_METER,2026-02-19,2026-02-19,,ACTIVE,200,/api/v1/devices
RNT-002-018,APT-002-018,RENTAL,WATER_PURIFIER,2026-03-03,2026-03-02,,ACTIVE,200,/api/v1/devices
WTR-002-019,APT-002-019,WATER,SMART_WATER_METER,2026-03-18,2026-03-18,,ACTIVE,200,/api/v1/devices
RNT-002-019,APT-002-019,RENTAL,WATER_PURIFIER,2026-03-30,2026-03-18,,ACTIVE,200,/api/v1/devices
WTR-002-020,APT-002-020,WATER,SMART_WATER_METER,2026-03-09,2026-03-09,,ACTIVE,200,/api/v1/devices
RNT-002-020,APT-002-020,RENTAL,SMART_APPLIANCE,2026-03-12,2026-03-23,,ACTIVE,200,/api/v1/devices
WTR-002-021,APT-002-021,WATER,SMART_WATER_METER,2026-03-12,2026-03-12,,ACTIVE,200,/api/v1/devices
RNT-002-021,APT-002-021,RENTAL,SMART_APPLIANCE,2026-03-20,2026-03-24,,ACTIVE,200,/api/v1/devices
WTR-002-022,APT-002-022,WATER,SMART_WATER_METER,2026-03-29,2026-03-29,,ACTIVE,200,/api/v1/devices
RNT-002-022,APT-002-022,RENTAL,UTILITY_CONTROLLER,2026-04-09,2026-04-01,,ACTIVE,200,/api/v1/devices
WTR-002-023,APT-002-023,WATER,SMART_WATER_METER,2026-03-29,2026-03-29,,ACTIVE,200,/api/v1/devices
RNT-002-023,APT-002-023,RENTAL,UTILITY_CONTROLLER,2026-04-05,2026-04-13,,ACTIVE,200,/api/v1/devices
WTR-002-024,APT-002-024,WATER,SMART_WATER_METER,2026-04-09,2026-04-09,,ACTIVE,200,/api/v1/devices
RNT-002-024,APT-002-024,RENTAL,WATER_PURIFIER,2026-04-19,2026-04-16,,ACTIVE,200,/api/v1/devices
WTR-002-025,APT-002-025,WATER,SMART_WATER_METER,2026-01-15,2026-01-15,,ACTIVE,200,/api/v1/devices
RNT-002-025,APT-002-025,RENTAL,UTILITY_CONTROLLER,2026-01-17,2026-01-29,,ACTIVE,200,/api/v1/devices
WTR-002-026,APT-002-026,WATER,SMART_WATER_METER,2026-02-25,2026-02-25,,ACTIVE,200,/api/v1/devices
RNT-002-026,APT-002-026,RENTAL,UTILITY_CONTROLLER,2026-03-06,2026-03-10,,ACTIVE,200,/api/v1/devices
WTR-002-027,APT-002-027,WATER,SMART_WATER_METER,2026-02-28,2026-02-28,,ACTIVE,200,/api/v1/devices
RNT-002-027,APT-002-027,RENTAL,WATER_PURIFIER,2026-03-04,2026-03-01,,ACTIVE,200,/api/v1/devices
WTR-002-028,APT-002-028,WATER,SMART_WATER_METER,2026-04-03,2026-04-03,,ACTIVE,200,/api/v1/devices
RNT-002-028,APT-002-028,RENTAL,WATER_PURIFIER,2026-04-12,2026-04-18,,ACTIVE,200,/api/v1/devices
WTR-002-029,APT-002-029,WATER,SMART_WATER_METER,2026-03-06,2026-03-06,,ACTIVE,200,/api/v1/devices
RNT-002-029,APT-002-029,RENTAL,WATER_PURIFIER,2026-03-09,2026-03-13,,ACTIVE,200,/api/v1/devices
WTR-002-030,APT-002-030,WATER,SMART_WATER_METER,2026-03-06,2026-03-06,,ACTIVE,200,/api/v1/devices
RNT-002-030,APT-002-030,RENTAL,UTILITY_CONTROLLER,2026-03-10,2026-03-18,,ACTIVE,200,/api/v1/devices
WTR-002-031,APT-002-031,WATER,SMART_WATER_METER,2026-04-22,2026-04-22,,ACTIVE,200,/api/v1/devices
RNT-002-031,APT-002-031,RENTAL,SMART_APPLIANCE,2026-05-03,2026-05-05,,ACTIVE,200,/api/v1/devices
WTR-002-032,APT-002-032,WATER,SMART_WATER_METER,2026-04-18,2026-04-18,,ACTIVE,200,/api/v1/devices
RNT-002-032,APT-002-032,RENTAL,UTILITY_CONTROLLER,2026-04-22,2026-05-01,,ACTIVE,200,/api/v1/devices
WTR-002-033,APT-002-033,WATER,SMART_WATER_METER,2026-01-20,2026-01-20,,ACTIVE,200,/api/v1/devices
RNT-002-033,APT-002-033,RENTAL,UTILITY_CONTROLLER,2026-01-23,2026-02-04,,ACTIVE,200,/api/v1/devices
WTR-002-034,APT-002-034,WATER,SMART_WATER_METER,2026-04-08,2026-04-08,,ACTIVE,200,/api/v1/devices
RNT-002-034,APT-002-034,RENTAL,UTILITY_CONTROLLER,2026-04-21,2026-04-16,,ACTIVE,200,/api/v1/devices
WTR-002-035,APT-002-035,WATER,SMART_WATER_METER,2026-03-11,2026-03-11,,ACTIVE,200,/api/v1/devices
RNT-002-035,APT-002-035,RENTAL,WATER_PURIFIER,2026-03-22,2026-03-17,,ACTIVE,200,/api/v1/devices
WTR-002-036,APT-002-036,WATER,SMART_WATER_METER,2026-03-18,2026-03-18,,ACTIVE,200,/api/v1/devices
RNT-002-036,APT-002-036,RENTAL,SMART_APPLIANCE,2026-04-01,2026-03-25,,ACTIVE,200,/api/v1/devices
WTR-002-037,APT-002-037,WATER,SMART_WATER_METER,2026-03-04,2026-03-04,,ACTIVE,200,/api/v1/devices
RNT-002-037,APT-002-037,RENTAL,SMART_APPLIANCE,2026-03-07,2026-03-15,,ACTIVE,200,/api/v1/devices
WTR-002-038,APT-002-038,WATER,SMART_WATER_METER,2026-01-15,2026-01-15,,ACTIVE,200,/api/v1/devices
RNT-002-038,APT-002-038,RENTAL,UTILITY_CONTROLLER,2026-01-26,2026-01-16,,ACTIVE,200,/api/v1/devices
WTR-002-039,APT-002-039,WATER,SMART_WATER_METER,2026-04-23,2026-04-23,,ACTIVE,200,/api/v1/devices
RNT-002-039,APT-002-039,RENTAL,SMART_APPLIANCE,2026-05-01,2026-04-29,,ACTIVE,200,/api/v1/devices
WTR-002-040,APT-002-040,WATER,SMART_WATER_METER,2026-01-31,2026-01-31,,ACTIVE,200,/api/v1/devices
RNT-002-040,APT-002-040,RENTAL,WATER_PURIFIER,2026-02-14,2026-02-02,,ACTIVE,200,/api/v1/devices
WTR-002-041,APT-002-041,WATER,SMART_WATER_METER,2026-01-31,2026-01-31,,ACTIVE,200,/api/v1/devices
RNT-002-041,APT-002-041,RENTAL,UTILITY_CONTROLLER,2026-02-06,2026-01-31,,ACTIVE,200,/api/v1/devices
WTR-002-042,APT-002-042,WATER,SMART_WATER_METER,2026-01-11,2026-01-11,,ACTIVE,200,/api/v1/devices
RNT-002-042,APT-002-042,RENTAL,WATER_PURIFIER,2026-01-21,2026-01-18,,ACTIVE,200,/api/v1/devices
WTR-002-043,APT-002-043,WATER,SMART_WATER_METER,2026-04-15,2026-04-15,,ACTIVE,200,/api/v1/devices
RNT-002-043,APT-002-043,RENTAL,WATER_PURIFIER,2026-04-21,2026-04-17,,ACTIVE,200,/api/v1/devices
WTR-002-044,APT-002-044,WATER,SMART_WATER_METER,2026-04-08,2026-04-08,,ACTIVE,200,/api/v1/devices
RNT-002-044,APT-002-044,RENTAL,UTILITY_CONTROLLER,2026-04-14,2026-04-14,,ACTIVE,200,/api/v1/devices
WTR-002-045,APT-002-045,WATER,SMART_WATER_METER,2026-01-17,2026-01-17,,ACTIVE,200,/api/v1/devices
RNT-002-045,APT-002-045,RENTAL,WATER_PURIFIER,2026-01-27,2026-01-21,,ACTIVE,200,/api/v1/devices
WTR-002-046,APT-002-046,WATER,SMART_WATER_METER,2026-03-12,2026-03-12,,ACTIVE,200,/api/v1/devices
RNT-002-046,APT-002-046,RENTAL,UTILITY_CONTROLLER,2026-03-12,2026-03-20,,ACTIVE,200,/api/v1/devices
WTR-002-047,APT-002-047,WATER,SMART_WATER_METER,2026-02-03,2026-02-03,,ACTIVE,200,/api/v1/devices
RNT-002-047,APT-002-047,RENTAL,WATER_PURIFIER,2026-02-07,2026-02-11,,ACTIVE,200,/api/v1/devices
WTR-002-048,APT-002-048,WATER,SMART_WATER_METER,2026-01-28,2026-01-28,,ACTIVE,200,/api/v1/devices
RNT-002-048,APT-002-048,RENTAL,WATER_PURIFIER,2026-01-31,2026-01-28,,ACTIVE,200,/api/v1/devices
WTR-002-049,APT-002-049,WATER,SMART_WATER_METER,2026-04-02,2026-04-02,,ACTIVE,200,/api/v1/devices
RNT-002-049,APT-002-049,RENTAL,WATER_PURIFIER,2026-04-02,2026-04-13,,ACTIVE,200,/api/v1/devices
WTR-002-050,APT-002-050,WATER,SMART_WATER_METER,2026-02-21,2026-02-21,,ACTIVE,200,/api/v1/devices
RNT-002-050,APT-002-050,RENTAL,WATER_PURIFIER,2026-03-03,2026-02-21,,ACTIVE,200,/api/v1/devices
WTR-003-001,APT-003-001,WATER,SMART_WATER_METER,2026-02-26,2026-02-26,,ACTIVE,200,/api/v1/devices
RNT-003-001,APT-003-001,RENTAL,WATER_PURIFIER,2026-03-06,2026-02-27,,ACTIVE,200,/api/v1/devices
WTR-003-002,APT-003-002,WATER,SMART_WATER_METER,2026-01-16,2026-01-16,,ACTIVE,200,/api/v1/devices
RNT-003-002,APT-003-002,RENTAL,WATER_PURIFIER,2026-01-29,2026-01-19,,ACTIVE,200,/api/v1/devices
WTR-003-003,APT-003-003,WATER,SMART_WATER_METER,2026-01-29,2026-01-29,,ACTIVE,200,/api/v1/devices
RNT-003-003,APT-003-003,RENTAL,UTILITY_CONTROLLER,2026-01-31,2026-02-13,,ACTIVE,200,/api/v1/devices
WTR-003-004,APT-003-004,WATER,SMART_WATER_METER,2026-02-13,2026-02-13,,ACTIVE,200,/api/v1/devices
RNT-003-004,APT-003-004,RENTAL,SMART_APPLIANCE,2026-02-24,2026-02-16,,ACTIVE,200,/api/v1/devices
WTR-003-005,APT-003-005,WATER,SMART_WATER_METER,2026-03-17,2026-03-17,,ACTIVE,200,/api/v1/devices
RNT-003-005,APT-003-005,RENTAL,SMART_APPLIANCE,2026-03-24,2026-03-18,,ACTIVE,200,/api/v1/devices
WTR-003-006,APT-003-006,WATER,SMART_WATER_METER,2026-03-17,2026-03-17,,ACTIVE,200,/api/v1/devices
RNT-003-006,APT-003-006,RENTAL,UTILITY_CONTROLLER,2026-03-26,2026-03-31,,ACTIVE,200,/api/v1/devices
WTR-003-007,APT-003-007,WATER,SMART_WATER_METER,2026-01-01,2026-01-01,,ACTIVE,200,/api/v1/devices
RNT-003-007,APT-003-007,RENTAL,UTILITY_CONTROLLER,2026-01-01,2026-01-02,,ACTIVE,200,/api/v1/devices
WTR-003-008,APT-003-008,WATER,SMART_WATER_METER,2026-04-01,2026-04-01,,ACTIVE,200,/api/v1/devices
